ID	st_vseh	delez_izbranih_tock	relativna_napaka_ploscine_1	relativna_napaka_obseg_1	relativna_napaka_ploscine_krog	relativna_napaka_obseg_krog	m	k
55	150	83.33333333333334	99.35301071132503	99.7748940816831	19.5438840480437	14.843143074434545	20	5
56	150	78.66666666666666	98.59260368300657	98.86378721261303	52.78329141741429	36.81082053453828	20	7
57	150	86.0	99.79165303681737	99.38147192909265	11.563299089396956	2.595467957601412	20	7
58	150	83.33333333333334	99.53628780472616	99.79622777710607	2.9513839585726935	8.100417596038515	20	9
59	150	80.0	99.98169974341772	99.99774555824351	28.980690642563445	22.544886706183302	20	9
60	150	88.0	99.9506373853247	99.98678715220247	36.03739373861641	10.5333149234865	20	11
61	150	86.0	99.16096008738438	99.97329098543257	2.004647255421836	7.495786858023153	20	11
62	150	86.66666666666667	99.67339065927555	99.71968694455711	72.72184990429264	21.782232996275496	20	13
63	150	84.66666666666667	99.7305744676651	99.84394959421743	14.837838750881904	0.6128180406829666	20	13
64	150	80.66666666666666	99.67846419179357	99.93078468564529	47.15612666866402	12.20673528587459	20	15
65	150	86.66666666666667	99.7347762339117	99.96101749587025	7.750454247701952	3.9751314448065997	20	15
66	150	84.66666666666667	98.75498324127457	99.60336810462833	9.72278976691478	3.569152779830383	20	17
67	150	85.33333333333334	99.58672206387581	99.95492215880613	0.1830981829124853	5.6014839338532685	20	17
68	150	86.0	98.37725265745081	99.93548316088534	35.01077290993443	7.537000662603067	20	19
69	150	84.66666666666667	99.38218239901428	99.76436107138659	43.640753830453896	11.521242858247884	20	19
70	150	79.33333333333333	99.48389621771163	99.55509066210385	20.489579510577368	1.8026113355697	20	21
71	150	85.33333333333334	100.0	100.0	34.825519031206156	6.51540259257639	20	21
72	150	84.0	99.95924239738407	99.99943515352055	4.942509126917296	2.5558814044007145	20	23
73	150	85.33333333333334	99.748300100821	99.99686785973697	0.11761838004073485	7.017752493717187	20	23
